Nom Ville,MAJ,Code Postal,Code INSEE,Latitude,Longitude,Eloignement,Departement
Aast,AAST,64460,64001,43.283333,-0.083333,1.73,7
Abainville,ABAINVILLE,55130,55001,48.533333,5.5,1.94,53
Abancourt,ABANCOURT,59265,59001,50.233333,3.216667,1.19,64
Abancourt,ABANCOURT,60220,60001,49.7,1.766667,1.98,77
Abaucourt,ABAUCOURT,54610,54001,48.9,6.25,0.47,52
Abbans-Dessous,ABBANS DESSOUS,25320,25001,47.133333,5.883333,1.8,32
Abbans-Dessus,ABBANS DESSUS,25440,25002,47.116667,5.883333,1.8,32
Abbaretz,ABBARETZ,44170,44001,47.55,-1.533333,1.46,71
Abbecourt,ABBECOURT,60430,60002,49.366667,2.15,0.77,77
Abbécourt,ABBECOURT,02300,02001,49.6,3.183333,1.5,76
Abbenans,ABBENANS,25340,25003,47.5,6.45,1.82,32
Abbeville,ABBEVILLE,80100,80001,50.1,1.833333,1.23,78
Abbéville-la-Rivière,ABBEVILLE LA RIVIERE,91150,91001,48.35,2.166667,2.08,37
Abbéville-lès-Conflans,ABBEVILLE LES CONFLANS,54800,54002,49.2,5.85,1.54,52
Abbévillers,ABBEVILLERS,25310,25004,47.433333,6.916667,2.06,32
Abbeville-Saint-Lucien,ABBEVILLE SAINT LUCIEN,60480,60003,49.516667,2.166667,0.97,77
Abeilhan,ABEILHAN,34290,34001,43.45,3.3,0.99,46
Abelcourt,ABELCOURT,70300,70001,47.783333,6.3,1.14,34
Abère,ABERE,64160,64002,43.383333,-0.166667,1.49,7
Abergement-la-Ronce,ABERGEMENT LA RONCE,39500,39001,47.066667,5.383333,1.78,33
Abergement-le-Grand,ABERGEMENT LE GRAND,39600,39002,46.916667,5.683333,1.17,33
Abergement-le-Petit,ABERGEMENT LE PETIT,39800,39003,46.9,5.7,0.8,33
Abergement-lès-Thésy,ABERGEMENT LES THESY,39110,39004,46.916667,5.933333,1.65,33
Abergement-Saint-Jean,ABERGEMENT SAINT JEAN,39120,39005,46.883333,5.366667,1.89,33
Abidos,ABIDOS,64150,64003,43.4,-0.616667,0.67,7
Abitain,ABITAIN,64390,64004,43.416667,-0.983333,1.47,7
Ablain-Saint-Nazaire,ABLAIN SAINT NAZAIRE,62153,62001,50.383333,2.716667,1.1,65
Ablainzevelle,ABLAINZEVELLE,62116,62002,50.15,2.733333,1.81,65
Ablancourt,ABLANCOURT,51240,51001,48.816667,4.533333,0.98,28
Ableiges,ABLEIGES,95450,95002,49.083333,1.983333,1.53,42
Ablis,ABLIS,78660,78003,48.516667,1.841667,-1,43
Ablon,ABLON,14600,14001,49.4,0.3,2.19,66
Ablon-sur-Seine,ABLON SUR SEINE,94480,94001,48.716667,2.416667,2,41
Aboën,ABOEN,42380,42001,45.416667,4.133333,1.4,93
Aboncourt,ABONCOURT,54115,54003,48.358333,5.966667,-1,52
Aboncourt,ABONCOURT,57920,57001,49.266667,6.35,1.26,54
Aboncourt-sur-Seille,ABONCOURT SUR SEILLE,57590,57002,48.816667,6.35,1.49,54
Abondance,ABONDANCE,74360,74001,46.283333,6.733333,1.93,96
Abondant,ABONDANT,28570,28001,48.783333,1.433333,1.97,21
Abos,ABOS,64360,64005,43.35,-0.566667,0.72,7
Abreschviller,ABRESCHVILLER,57560,57003,48.633333,7.1,2.41,54
Abrest,ABREST,03200,03001,46.1,3.433333,1.76,8
Abriès,ABRIES,05460,05001,44.783333,6.933333,2.69,84
Abscon,ABSCON,59215,59002,50.333333,3.3,0.41,64
Abzac,ABZAC,16500,16001,46.1,0.7,2.48,79
Abzac,ABZAC,33230,33001,45.016667,-0.133333,1.03,4
Accolans,ACCOLANS,25250,25005,47.5,6.533333,1.7,32
Accolay,ACCOLAY,89460,89001,47.666667,3.716667,1.66,15
Accons,ACCONS,07160,07001,44.9,4.383333,0.71,90
Accous,ACCOUS,64490,64006,42.983333,-0.6,2.88,7
Achain,ACHAIN,57340,57004,48.916667,6.583333,0.77,54
Achen,ACHEN,57410,57006,49.05,7.183333,1.78,54
Achenheim,ACHENHEIM,67204,67001,48.583333,7.633333,0.5,1
Achères,ACHERES,18250,18001,47.283333,2.466667,1.62,20
Achères,ACHERES,78260,78005,48.966667,2.066667,1.45,43
Achères-la-Forêt,ACHERES LA FORET,77760,77001,48.35,2.566667,1.68,40
Achery,ACHERY,02800,02002,49.683333,3.383333,0.63,76
Acheux-en-Amiénois,ACHEUX EN AMIENOIS,80560,80003,50.066667,2.533333,0.95,78
Acheux-en-Vimeu,ACHEUX EN VIMEU,80210,80004,50.066667,1.683333,1.62,78
Acheville,ACHEVILLE,62320,62003,50.383333,2.883333,1.67,65
Achey,ACHEY,70180,70003,47.566667,5.6,1.78,34
Achicourt,ACHICOURT,62217,62004,50.266667,2.766667,1.24,65
Achiet-le-Grand,ACHIET LE GRAND,62121,62005,50.133333,2.783333,1.91,65
Achiet-le-Petit,ACHIET LE PETIT,62121,62006,50.116667,2.75,2.01,65
Achun,ACHUN,58110,58001,47.116667,3.666667,0.8,13
Achy,ACHY,60690,60004,49.566667,1.95,1.34,77
Acigné,ACIGNE,35690,35001,48.133333,-1.533333,0.39,18
Aclou,ACLOU,27800,27001,49.166667,0.7,1,69
Acon,ACON,27570,27002,48.766667,1.1,2.45,69
Acq,ACQ,62144,62007,50.35,2.65,0.91,65
Acqueville,ACQUEVILLE,50440,50001,49.608333,-1.75,-1,67
Acquigny,ACQUIGNY,27400,27003,49.166667,1.183333,0.84,69
Acy,ACY,02200,02003,49.35,3.416667,1.65,76
Acy-en-Multien,ACY EN MULTIEN,60620,60005,49.1,2.966667,2.36,77
Acy-Romance,ACY ROMANCE,08300,08001,49.5,4.333333,1.39,26
Adaincourt,ADAINCOURT,57580,57007,49,6.433333,0.56,54
Adainville,ADAINVILLE,78113,78006,48.716667,1.65,1.31,43
Adam-lès-Passavant,ADAM LES PASSAVANT,25360,25006,47.3,6.366667,0.88,32
Adam-lès-Vercel,ADAM LES VERCEL,25530,25007,47.166667,6.4,1.55,32
Adamswiller,ADAMSWILLER,67320,67002,48.9,7.2,1.78,1
Adast,ADAST,65260,65001,42.966667,-0.083333,1.7,61
Adé,ADE,65100,65002,43.133333,-0.033333,1.41,61
Adelange,ADELANGE,57380,57008,49,6.616667,0.69,54
Adilly,ADILLY,79200,79002,46.683333,-0.316667,1.22,81
Adinfer,ADINFER,62116,62009,50.183333,2.7,1.62,65
Adissan,ADISSAN,34230,34002,43.533333,3.433333,1.85,46
Adon,ADON,45230,45001,47.766667,2.8,1.48,25
Adriers,ADRIERS,86430,86001,46.25,0.8,1.74,82
Afa,AFA,20167,20001,41.983333,8.8,1.71,30
Affieux,AFFIEUX,19260,19001,45.516667,1.75,1.22,49
Affléville,AFFLEVILLE,54800,54004,49.266667,5.766667,1.96,52
Affoux,AFFOUX,69170,69001,45.833333,4.4,1.94,94
Affracourt,AFFRACOURT,54740,54005,48.466667,6.166667,1.2,52
Affringues,AFFRINGUES,62380,62010,50.683333,2.066667,1.29,65
Agassac,AGASSAC,31230,31001,43.366667,0.883333,0.73,58
Agay,AGAY,83530,83920,43.433333,6.85,2.42,87
Agde,AGDE,34300,34003,43.316667,3.466667,1.98,46
Agel,AGEL,34210,34004,43.333333,2.85,1.87,46
Agen,AGEN,47000,47001,44.2,0.633333,1.25,6
Agencourt,AGENCOURT,21700,21001,47.133333,4.983333,1.18,12
Agen-d'Aveyron,AGEN D AVEYRON,12630,12001,44.366667,2.683333,1,57
Agenville,AGENVILLE,80370,80005,50.166667,2.1,1.69,78
Agenvillers,AGENVILLERS,80150,80006,50.166667,1.916667,1.69,78
Ageville,AGEVILLE,52340,52001,48.116667,5.35,0.67,29
Agey,AGEY,21410,21002,47.283333,4.766667,0.56,12
Aghione,AGHIONE,20270,20002,42.1,9.4,1.45,31
Agincourt,AGINCOURT,54770,54006,48.733333,6.233333,1.75,52
Agmé,AGME,47350,47002,44.483333,0.333333,1.18,6
Agnac,AGNAC,47800,47003,44.65,0.366667,1.69,6
Agnat,AGNAT,43100,43001,45.35,3.466667,1.61,10
Agneaux,AGNEAUX,50180,50002,49.116667,-1.1,1.33,67
Agnetz,AGNETZ,60600,60007,49.383333,2.383333,1.52,77
Agnez-lès-Duisans,AGNEZ LES DUISANS,62161,62011,50.3,2.666667,1.45,65
Agnicourt-et-Séchelles,AGNICOURT ET SECHELLES,02340,02004,49.716667,3.95,1.84,76
Agnières,AGNIERES,62690,62012,50.35,2.6,0.76,65
Agnières,AGNIERES,80290,80007,49.716667,1.9,1.63,78
Agnières-en-Dévoluy,AGNIERES EN DEVOLUY,05250,05002,44.7,5.883333,0.86,84
Agnin,AGNIN,38150,38003,45.333333,4.866667,2.26,92
Agnos,AGNOS,64400,64007,43.166667,-0.616667,1.34,7
Agny,AGNY,62217,62013,50.266667,2.766667,1.24,65
Agonac,AGONAC,24460,24002,45.283333,0.75,1,3
Agon-Coutainville,AGON COUTAINVILLE,50230,50003,49.041667,-1.575,1.27,67
Agonès,AGONES,34190,34005,43.916667,3.75,2.49,46
Agonges,AGONGES,03210,03002,46.6,3.15,1.68,8
Agonnay,AGONNAY,17350,17001,45.883333,-0.733333,1.56,80
Agos-Vidalos,AGOS VIDALOS,65400,65004,43.033333,-0.066667,1.6,61
Agris,AGRIS,16110,16003,45.783333,0.333333,1.06,79
Agudelle,AGUDELLE,17500,17002,45.383333,-0.466667,1.61,80
Aguessac,AGUESSAC,12520,12002,44.15,3.1,1.65,57
Aguilcourt,AGUILCOURT,02190,02005,49.4,3.966667,1.92,76
Aguts,AGUTS,81470,81001,43.533333,1.916667,1.53,62
Agy,AGY,14400,14003,49.25,-0.766667,1.25,66
Ahaxe-Alciette-Bascassan,AHAXE ALCIETTE BASCASSAN,64220,64008,43.15,-1.166667,1.48,7
Ahetze,AHETZE,64210,64009,43.4,-1.566667,2.64,7
Ahéville,AHEVILLE,88500,88002,48.283333,6.2,1.55,55
Ahuillé,AHUILLE,53940,53001,48.016667,-0.883333,1,73
Ahun,AHUN,23150,23001,46.083333,2.05,0.59,50
Ahuy,AHUY,21121,21003,47.366667,5.033333,1.38,12
Aibes,AIBES,59149,59003,50.233333,4.1,2.17,64
Aibre,AIBRE,25750,25008,47.55,6.7,2.01,32
Aiffres,AIFFRES,79230,79003,46.283333,-0.416667,1.48,81
Aigaliers,AIGALIERS,30700,30001,44.066667,4.316667,1.49,45
Aiglemont,AIGLEMONT,08090,08003,49.783333,4.783333,2.1,26
Aiglepierre,AIGLEPIERRE,39110,39006,46.95,5.816667,1.67,33
Aigleville,AIGLEVILLE,27120,27004,49,1.416667,1.33,69
Aiglun,AIGLUN,04510,04001,44.066667,6.133333,0.91,83
Aiglun,AIGLUN,06910,06001,43.85,6.916667,1.08,85
Aignan,AIGNAN,32290,32001,43.7,0.083333,1.26,59
Aignay-le-Duc,AIGNAY LE DUC,21510,21004,47.666667,4.733333,1.44,12
Aigne,AIGNE,34210,34006,43.333333,2.816667,1.97,46
Aigné,AIGNE,72650,72001,48.066667,0.116667,0.9,74
Aignerville,AIGNERVILLE,14710,14004,49.316667,-0.916667,1.69,66
Aignes,AIGNES,31550,31002,43.316667,1.6,1.42,58
Aignes-et-Puypéroux,AIGNES ET PUYPEROUX,16190,16004,45.45,0.15,1.4,79
Aigneville,AIGNEVILLE,80210,80008,50.033333,1.616667,1.8,78
Aigny,AIGNY,51150,51003,49.033333,4.216667,0.95,28
Aigonnay,AIGONNAY,79370,79004,46.316667,-0.25,0.91,81
Aigre,AIGRE,16140,16005,45.9,0.016667,1.02,79
Aigrefeuille,AIGREFEUILLE,31280,31003,43.566667,1.6,1.36,58
Aigrefeuille-d'Aunis,AIGREFEUILLE D AUNIS,17290,17003,46.116667,-0.933333,1.37,80
Aigrefeuille-sur-Maine,AIGREFEUILLE SUR MAINE,44140,44002,47.066667,-1.4,1.62,71
Aigremont,AIGREMONT,30350,30002,43.966667,4.116667,0.39,45
Aigremont,AIGREMONT,52400,52002,48.016667,5.716667,2.1,29
Aigremont,AIGREMONT,78240,78007,48.9,2.016667,1.13,43
Aigremont,AIGREMONT,89800,89002,47.716667,3.883333,2.07,15
Aiguebelette-le-Lac,AIGUEBELETTE LE LAC,73610,73001,45.533333,5.816667,1.43,95
Aiguebelle,AIGUEBELLE,73220,73002,45.533333,6.3,0.61,95
Aigueblanche,AIGUEBLANCHE,73260,73003,45.5,6.5,1.03,95
Aiguefonde,AIGUEFONDE,81200,81002,43.483333,2.333333,1.82,62
Aigueperse,AIGUEPERSE,63260,63001,46.016667,3.2,1.61,11
Aigueperse,AIGUEPERSE,69790,69002,46.283333,4.433333,2.64,94
Aigues-Juntes,AIGUES JUNTES,09240,09001,43.05,1.466667,1.29,56
Aigues-Mortes,AIGUES MORTES,30220,30003,43.566667,4.191667,-1,45
Aigues-Vives,AIGUES VIVES,09600,09002,43,1.883333,1.51,56
Aigues-Vives,AIGUES VIVES,34210,34007,43.333333,2.816667,1.97,46
Aiguèze,AIGUEZE,30760,30005,44.3,4.566667,2.07,45
Aiguilles,AIGUILLES,05470,05003,44.783333,6.866667,2.47,84
Aiguillon,AIGUILLON,47190,47004,44.3,0.35,0.91,6
Aiguines,AIGUINES,83630,83002,43.766667,6.25,2.08,87
Aigurande,AIGURANDE,36140,36001,46.433333,1.833333,1.65,22
Ailefroide,AILEFROIDE,05340,05900,44.883333,6.45,2.13,84
Aillant-sur-Milleron,AILLANT SUR MILLERON,45230,45002,47.8,2.933333,1.89,25
Aillant-sur-Tholon,AILLANT SUR THOLON,89110,89003,47.866667,3.35,0.87,15
Aillas,AILLAS,33124,33002,44.466667,-0.066667,2.14,4
Ailleux,AILLEUX,42130,42002,45.8,3.95,1.35,93
Aillevans,AILLEVANS,70110,70005,47.583333,6.416667,1.14,34
Ailleville,AILLEVILLE,10200,10002,48.25,4.683333,1.83,27
Aillevillers-et-Lyaumont,AILLEVILLERS ET LYAUMONT,70320,70006,47.916667,6.333333,2.11,34
Aillianville,AILLIANVILLE,52700,52003,48.35,5.483333,1.47,29
Ailloncourt,AILLONCOURT,70300,70007,47.75,6.383333,1.02,34
Aillon-le-Jeune,AILLON LE JEUNE,73340,73004,45.616667,6.083333,1.66,95
Aillon-le-Vieux,AILLON LE VIEUX,73340,73005,45.65,6.1,0.91,95
Ailly-le-Haut-Clocher,AILLY LE HAUT CLOCHER,80690,80009,50.083333,2,1.07,78
Ailly-sur-Meuse,AILLY SUR MEUSE,55300,55003,48.866667,5.55,0.84,53
Ailly-sur-Noye,AILLY SUR NOYE,80250,80010,49.75,2.366667,1.38,78
Ailly-sur-Somme,AILLY SUR SOMME,80470,80011,49.916667,2.2,0.33,78
Aimargues,AIMARGUES,30470,30006,43.683333,4.2,2.49,45
Aime,AIME,73210,73006,45.55,6.65,1.57,95
Ainac,AINAC,04000,04002,44.216667,6.2,1.03,83
Ainay-le-Château,AINAY LE CHATEAU,03360,03003,46.716667,2.7,2.49,8
Ainay-le-Vieil,AINAY LE VIEIL,18200,18002,46.666667,2.55,1.75,20
Aincille,AINCILLE,64220,64011,43.15,-1.2,1.56,7
Aincourt,AINCOURT,95510,95008,49.066667,1.783333,1.74,42
Aincreville,AINCREVILLE,55110,55004,49.366667,5.116667,1.48,53
Aingeray,AINGERAY,54460,54007,48.733333,6,1,52
Aingeville,AINGEVILLE,88140,88003,48.2,5.766667,1.51,55
Aingoulaincourt,AINGOULAINCOURT,52230,52004,48.45,5.283333,1.53,29
Ainharp,AINHARP,64130,64012,43.266667,-0.933333,1.13,7
Ainhice-Mongelos,AINHICE MONGELOS,64220,64013,43.2,-1.15,1.41,7
Aïnhoa,AINHOA,64250,64014,43.3,-1.5,2.44,7
Ainvelle,AINVELLE,70800,70008,47.85,6.25,1.62,34
Ainvelle,AINVELLE,88320,88004,48,5.833333,2.11,55
Airaines,AIRAINES,80270,80013,49.966667,1.95,0.93,78
Airan,AIRAN,14370,14005,49.1,-0.15,0.58,66
Aire,AIRE,08190,08004,49.483333,4.166667,2.1,26
Airel,AIREL,50680,50004,49.216667,-1.083333,1.42,67
Aire-sur-l'Adour,AIRE SUR L ADOUR,40800,40001,43.7,-0.266667,1.56,5
Aire-sur-la-Lys,AIRE SUR LA LYS,62120,62014,50.633333,2.4,1,65
Airion,AIRION,60600,60008,49.433333,2.416667,0.95,77
Airon-Notre-Dame,AIRON NOTRE DAME,62180,62015,50.433333,1.666667,1.89,65
Airon-Saint-Vaast,AIRON SAINT VAAST,62180,62016,50.433333,1.666667,1.89,65
Airoux,AIROUX,11320,11002,43.366667,1.866667,1.71,44
Airvault,AIRVAULT,79600,79005,46.833333,-0.15,1.16,81
Aiserey,AISEREY,21110,21005,47.166667,5.166667,1.31,12
Aisey-et-Richecourt,AISEY ET RICHECOURT,70500,70009,47.883333,5.95,1.87,34
Aisey-sur-Seine,AISEY SUR SEINE,21400,21006,47.75,4.583333,1.85,12
Aisonville-et-Bernoville,AISONVILLE ET BERNOVILLE,02110,02006,49.933333,3.533333,1.59,76
Aissey,AISSEY,25360,25009,47.266667,6.333333,0.29,32
Aisy-sous-Thil,AISY SOUS THIL,21390,21007,47.4,4.283333,1.8,12
Aisy-sur-Armançon,AISY SUR ARMANCON,89390,89004,47.65,4.216667,2.24,15
Aiti,AITI,20244,20003,42.4,9.233333,1.75,31
Aiton,AITON,73220,73007,45.566667,6.25,1.61,95
Aix,AIX,19200,19002,45.616667,2.383333,2.03,49
Aix,AIX,59310,59004,50.483333,3.283333,0.69,64
Aix-en-Diois,AIX EN DIOIS,26150,26001,44.716667,5.416667,1.46,91
Aix-en-Ergny,AIX EN ERGNY,62650,62017,50.583333,2,1.32,65
Aix-en-Issart,AIX EN ISSART,62170,62018,50.483333,1.85,1.42,65
Aix-en-Othe,AIX EN OTHE,10160,10003,48.216667,3.733333,1.61,27
Aix-en-Provence,AIX EN PROVENCE,13100,13001,43.533333,5.433333,1.95,86
Aixe-sur-Vienne,AIXE SUR VIENNE,87700,87001,45.8,1.133333,0.52,51
Aix-la-Fayette,AIX LA FAYETTE,63980,63002,45.516667,3.533333,1.39,11
Aix-les-Bains,AIX LES BAINS,73100,73008,45.7,5.916667,1.33,95
Aix-Noulette,AIX NOULETTE,62160,62019,50.416667,2.7,1.5,65
Aizac,AIZAC,07530,07003,44.716667,4.333333,0.91,90
Aizanville,AIZANVILLE,52120,52005,48.1,4.9,1.59,29
Aize,AIZE,36150,36002,47.1,1.7,1.61,22
Aizecourt-le-Bas,AIZECOURT LE BAS,80240,80014,49.966667,3.05,1.97,78
Aizecourt-le-Haut,AIZECOURT LE HAUT,80200,80015,49.95,2.983333,1.79,78
Aizecq,AIZECQ,16700,16006,45.983333,0.283333,1.46,79
Aizelles,AIZELLES,02820,02007,49.483333,3.816667,1.26,76
Aizenay,AIZENAY,85190,85003,46.733333,-1.616667,1.12,75
Aizier,AIZIER,27500,27006,49.433333,0.633333,2.05,69
Ajac,AJAC,11300,11003,43.05,2.15,0.64,44
Ajaccio,AJACCIO,20000,20004,41.916667,8.733333,2.03,30
Ajain,AJAIN,23380,23002,46.2,2,1,50
Ajat,AJAT,24210,24004,45.15,1.016667,0.96,3
Ajoncourt,AJONCOURT,57590,57009,48.85,6.3,1.84,54
Ajou,AJOU,27410,27007,48.983333,0.783333,1.48,69
Ajoux,AJOUX,07000,07004,44.766667,4.516667,1.54,90
Alaigne,ALAIGNE,11240,11004,43.116667,2.1,0.86,44
Alaincourt,ALAINCOURT,02240,02009,49.75,3.366667,1.04,76
Alaincourt,ALAINCOURT,70210,70010,47.933333,6.1,2.23,34
Alaincourt-la-Côte,ALAINCOURT LA COTE,57590,57010,48.9,6.35,0.88,54
Alairac,ALAIRAC,11290,11005,43.183333,2.25,0.59,44
Alaise,ALAISE,25330,25010,47.016667,5.966667,1.51,32
Alan,ALAN,31420,31005,43.216667,0.95,1.09,58
Alando,ALANDO,20212,20005,42.3,9.283333,0.62,31
Alata,ALATA,20167,20006,41.95,8.75,1.95,30
Alban,ALBAN,81250,81003,43.9,2.466667,1.68,62
Albaret-le-Comtal,ALBARET LE COMTAL,48310,48001,44.866667,3.15,1.81,47
Albaret-Sainte-Marie,ALBARET SAINTE MARIE,48200,48002,44.883333,3.266667,1.91,47
Albas,ALBAS,11360,11006,43,2.733333,1.55,44
Albas,ALBAS,46140,46001,44.466667,1.233333,1.62,60
Albé,ALBE,67220,67003,48.35,7.316667,1.74,1
Albefeuille-Lagarde,ALBEFEUILLE LAGARDE,82290,82001,44.05,1.283333,0.39,63
Albens,ALBENS,73410,73010,45.783333,5.95,2.02,95
Albepierre-Bredons,ALBEPIERRE BREDONS,15300,15025,45.1,2.883333,0.88,9
Albert,ALBERT,80300,80016,50,2.65,0.92,78
Albertacce,ALBERTACCE,20224,20007,42.316667,8.983333,1.35,31
Albertville,ALBERTVILLE,73200,73011,45.683333,6.383333,1.19,95
Albestroff,ALBESTROFF,57670,57011,48.933333,6.85,0.74,54
Albi,ALBI,81000,81004,43.933333,2.15,0.79,62
Albiac,ALBIAC,46500,46002,44.766667,1.816667,1.2,60
Albias,ALBIAS,82350,82002,44.083333,1.45,1.03,63
Albières,ALBIERES,11330,11007,42.95,2.483333,1.27,44
Albiès,ALBIES,09310,09004,42.766667,1.7,1.8,56
Albiez-le-Jeune,ALBIEZ LE JEUNE,73300,73012,45.216667,6.35,2.68,95
Albiez-Montrond,ALBIEZ MONTROND,73300,73013,45.216667,6.333333,2.68,95
Albignac,ALBIGNAC,19190,19003,45.133333,1.683333,1.08,49
Albigny-sur-Saône,ALBIGNY SUR SAONE,69250,69003,45.816667,4.45,2.5,94
Albine,ALBINE,81240,81005,43.45,2.533333,2.01,62
Albiosc,ALBIOSC,04550,04003,43.75,6.016667,2.01,83
Albitreccia,ALBITRECCIA,20128,20008,41.85,8.933333,1.51,30
Albon,ALBON,26140,26002,45.233333,4.866667,2.05,91
Alboussière,ALBOUSSIERE,07440,07007,44.95,4.733333,1.4,90
Albussac,ALBUSSAC,19380,19004,45.133333,1.833333,1.19,49
Aldudes,ALDUDES,64430,64016,43.1,-1.433333,2.25,7
Alembon,ALEMBON,62850,62020,50.783333,1.883333,1.87,65
Alençon,ALENCON,61000,61001,48.433333,0.083333,1.55,68
Alénya,ALENYA,66200,66002,42.633333,2.983333,1.7,48
Aléria,ALERIA,20270,20009,42.1,9.516667,1.96,31
Alès,ALES,30100,30007,44.133333,4.083333,0.84,45
Alet-les-Bains,ALET LES BAINS,11580,11008,43,2.266667,1.71,44
Alette,ALETTE,62650,62021,50.516667,1.816667,1.7,65
Aleu,ALEU,09320,09005,42.9,1.266667,1.91,56
Alex,ALEX,74290,74003,45.883333,6.233333,1.29,96
Alexain,ALEXAIN,53240,53002,48.233333,-0.766667,0.87,73
Aleyrac,ALEYRAC,26770,26003,44.5,4.95,1.51,91
Alfortville,ALFORTVILLE,94140,94002,48.8,2.416667,0.64,41
Algajola,ALGAJOLA,20220,20010,42.616667,8.866667,1.67,31
Algans,ALGANS,81470,81006,43.6,1.883333,1.15,62
Algolsheim,ALGOLSHEIM,68600,68001,48,7.566667,2.29,2
Algrange,ALGRANGE,57440,57012,49.35,6.05,1.76,54
Alièze,ALIEZE,39270,39007,46.583333,5.583333,1.12,33
Alignan-du-Vent,ALIGNAN DU VENT,34290,34009,43.466667,3.35,1.31,46
Alincourt,ALINCOURT,08310,08005,49.4,4.35,1.4,26
Alincthun,ALINCTHUN,62142,62022,50.733333,1.8,1.58,65
Alise-Sainte-Reine,ALISE SAINTE REINE,21150,21008,47.533333,4.483333,1.1,12
Alissas,ALISSAS,07210,07008,44.716667,4.616667,1.37,90
Alix,ALIX,69380,69004,45.916667,4.65,1.49,94
Alixan,ALIXAN,26300,26004,44.966667,5.033333,1.51,91
Alizay,ALIZAY,27460,27008,49.316667,1.183333,1.26,69
Allain,ALLAIN,54170,54008,48.55,5.916667,0.89,52
Allaines,ALLAINES,80200,80017,49.95,2.95,1.71,78
Allainville,ALLAINVILLE,28500,28003,48.716667,1.3,1.6,21
Allainville-aux-Bois,ALLAINVILLE AUX BOIS,78660,78009,48.458333,1.9,-1,43
Allainville-en-Beauce,ALLAINVILLE EN BEAUCE,45480,45003,48.233333,2.05,1.81,25
Allaire,ALLAIRE,56350,56001,47.633333,-2.166667,1.73,19
Allamont,ALLAMONT,54800,54009,49.116667,5.766667,1.42,52
Allamps,ALLAMPS,54112,54010,48.55,5.816667,1.47,52
Allan,ALLAN,26780,26005,44.483333,4.783333,1.81,91
Allanche,ALLANCHE,15160,15001,45.233333,2.933333,1.16,9
Alland'huy-et-Sausseuil,ALLAND HUY ET SAUSSEUIL,08130,08006,49.516667,4.566667,0.64,26
Allarmont,ALLARMONT,88110,88005,48.483333,7.016667,2.3,55
Allas-Bocage,ALLAS BOCAGE,17150,17005,45.383333,-0.483333,1.87,80
Allas-Champagne,ALLAS CHAMPAGNE,17500,17006,45.466667,-0.333333,1.27,80
Allas-les-Mines,ALLAS LES MINES,24220,24006,44.833333,1.066667,1.14,3
Allassac,ALLASSAC,19240,19005,45.25,1.483333,1.47,49
Allauch,ALLAUCH,13190,13002,43.333333,5.483333,1.22,86
Allègre,ALLEGRE,30500,30008,44.216667,4.266667,1.52,45
Allègre,ALLEGRE,43270,43003,45.2,3.7,0.46,10
Alleins,ALLEINS,13980,13003,43.7,5.166667,1.21,86
Allemagne-en-Provence,ALLEMAGNE EN PROVENCE,04550,04004,43.783333,6.016667,1.81,83
Allemans-du-Dropt,ALLEMANS DU DROPT,47800,47005,44.633333,0.283333,1.58,6
Allemant,ALLEMANT,02320,02010,49.466667,3.45,1.2,76
Allemant,ALLEMANT,51120,51005,48.766667,3.8,1.08,28
Allenay,ALLENAY,80530,80018,50.083333,1.5,2.11,78
Allenc,ALLENC,48190,48003,44.533333,3.666667,1.1,47
Allenjoie,ALLENJOIE,25490,25011,47.533333,6.9,2,32
Allennes-les-Marais,ALLENNES LES MARAIS,59251,59005,50.533333,2.95,0.75,64
Allenwiller,ALLENWILLER,67310,67004,48.666667,7.383333,1.6,1
Allériot,ALLERIOT,71380,71004,46.816667,4.95,2.45,14
Allery,ALLERY,80270,80019,49.966667,1.9,1.05,78
Allès-sur-Dordogne,ALLES SUR DORDOGNE,24480,24005,44.85,0.866667,1.07,3
Alleuze,ALLEUZE,15100,15002,44.95,3.1,1.66,9
Allevard,ALLEVARD,38580,38006,45.4,6.066667,2.16,92
Allèves,ALLEVES,74540,74004,45.75,6.083333,2.15,96
Allex,ALLEX,26400,26006,44.766667,4.916667,1.49,91
Alleyrac,ALLEYRAC,43150,43004,44.883333,3.966667,1.97,10
Alleyras,ALLEYRAS,43580,43005,44.9,3.683333,1.84,10
Alleyrat,ALLEYRAT,23200,23003,45.983333,2.15,0.81,50
Allez-et-Cazeneuve,ALLEZ ET CAZENEUVE,47110,47006,44.4,0.616667,1.14,6
Alliancelles,ALLIANCELLES,51250,51006,48.8,4.883333,1.97,28
Alliat,ALLIAT,09400,09006,42.816667,1.583333,1.35,56
Allibaudières,ALLIBAUDIERES,10700,10004,48.583333,4.116667,1.96,27
Allichamps,ALLICHAMPS,52130,52006,48.566667,4.883333,2.04,29
Allier,ALLIER,65360,65005,43.183333,0.116667,0.91,61
Allières,ALLIERES,09240,09007,43.033333,1.35,1.47,56
Alligny-Cosne,ALLIGNY COSNE,58200,58002,47.45,3.066667,1.76,13
Alligny-en-Morvan,ALLIGNY EN MORVAN,58230,58003,47.2,4.166667,2.93,13
Allineuc,ALLINEUC,22460,22001,48.316667,-2.866667,1.24,16
Allinges,ALLINGES,74200,74005,46.333333,6.466667,1.87,96
Allogny,ALLOGNY,18110,18004,47.216667,2.316667,2.16,20
Allondans,ALLONDANS,25550,25013,47.516667,6.75,1.8,32
