Nom Ville,MAJ,Code Postal,Code INSEE,Latitude,Longitude,Eloignement,Departement
Montjoie-Saint-Martin,MONTJOIE SAINT MARTIN,50240,50347,48.533333,-1.3,1.91,67
Montjoire,MONTJOIRE,31380,31383,43.783333,1.533333,2.05,58
Montjouvent,MONTJOUVENT,39270,39357,46.483333,5.6,1.21,33
Montjoux,MONTJOUX,26220,26202,44.5,5.1,0.76,91
Montjoyer,MONTJOYER,26230,26203,44.466667,4.85,1.47,91
Montjustin,MONTJUSTIN,04110,04129,43.85,5.633333,1.92,83
Montlandon,MONTLANDON,28240,28265,48.383333,1.016667,1.66,21
Montlandon,MONTLANDON,52600,52333,47.85,5.483333,1.12,29
Montlaur,MONTLAUR,11220,11251,43.133333,2.566667,0.92,44
Montlaur-en-Diois,MONTLAUR EN DIOIS,26310,26204,44.633333,5.416667,1.46,91
Mont-Laurent,MONT LAURENT,08130,08306,49.466667,4.483333,1.92,26
Montlauzun,MONTLAUZUN,46800,46206,44.3,1.216667,2.15,60
Montlay-en-Auxois,MONTLAY EN AUXOIS,21210,21434,47.35,4.283333,1.8,12
Montlebon,MONTLEBON,25500,25403,47.033333,6.616667,1.23,32
Mont-le-Frânois,MONT LE FRANOIS,70600,70365,47.583333,5.583333,1.84,34
Mont-lès-Lamarche,MONT LES LAMARCHE,88320,88307,48.016667,5.8,1.96,55
Mont-lès-Neufchâteau,MONT LES NEUFCHATEAU,88300,88308,48.35,5.633333,1.87,55
Mont-lès-Seurre,MONT LES SEURRE,71270,71315,46.95,5.116667,1.81,14
Mont-l'Étroit,MONT L ETROIT,54170,54379,48.5,5.783333,2,52
Mont-l'Evêque,MONT L EVEQUE,60300,60421,49.2,2.633333,1.63,77
Mont-le-Vernois,MONT LE VERNOIS,70000,70367,47.6,6.066667,1.02,34
Mont-le-Vignoble,MONT LE VIGNOBLE,54113,54380,48.616667,5.85,1.12,52
Montlevon,MONTLEVON,02330,02518,48.966667,3.533333,2.39,76
Montlhéry,MONTLHERY,91310,91425,48.633333,2.266667,0.77,37
Montliard,MONTLIARD,45340,45215,48.016667,2.4,0.85,25
Montlignon,MONTLIGNON,95680,95426,49.016667,2.283333,1.18,42
Montliot-et-Courcelles,MONTLIOT ET COURCELLES,21400,21435,47.883333,4.566667,2.51,12
Montlivault,MONTLIVAULT,41350,41148,47.633333,1.45,1.24,24
Montlognon,MONTLOGNON,60300,60422,49.166667,2.683333,1.88,77
Montloué,MONTLOUE,02340,02519,49.666667,4.066667,2.35,76
Montlouet,MONTLOUET,28320,28266,48.516667,1.716667,1.44,21
Montlouis,MONTLOUIS,18160,18152,46.816667,2.233333,1.26,20
Mont-Louis,MONT LOUIS,66210,66117,42.516667,2.116667,1.69,48
Montlouis-sur-Loire,MONTLOUIS SUR LOIRE,37270,37156,47.383333,0.833333,0.74,23
Montluçon,MONTLUCON,03100,03185,46.333333,2.6,1.75,8
Montluel,MONTLUEL,01120,01262,45.85,5.05,1.41,89
Montmachoux,MONTMACHOUX,77940,77313,48.316667,2.983333,1.58,40
Montmacq,MONTMACQ,60150,60423,49.483333,2.9,1.39,77
Montmagny,MONTMAGNY,95360,95427,48.966667,2.35,2.18,42
Montmahoux,MONTMAHOUX,25270,25404,46.983333,6.033333,1.54,32
Montmain,MONTMAIN,76520,76448,49.416667,1.25,1.95,70
Montmalin,MONTMALIN,39600,39358,46.95,5.716667,1.04,33
Montmançon,MONTMANCON,21270,21437,47.35,5.383333,2.07,12
Montmarault,MONTMARAULT,03390,03186,46.316667,2.95,0.68,8
Montmarquet,MONTMARQUET,80430,80564,49.8,1.8,1.32,78
Montmartin,MONTMARTIN,60190,60424,49.466667,2.7,1.27,77
Montmartin-en-Graignes,MONTMARTIN EN GRAIGNES,50620,50348,49.283333,-1.15,1.5,67
Montmartin-le-Haut,MONTMARTIN LE HAUT,10140,10252,48.216667,4.55,1.35,27
Montmartin-sur-Mer,MONTMARTIN SUR MER,50590,50349,48.983333,-1.516667,1.02,67
Montmaur,MONTMAUR,05400,05087,44.583333,5.883333,0.8,84
Montmaur,MONTMAUR,11320,11252,43.4,1.85,1.94,44
Montmaur-en-Diois,MONTMAUR EN DIOIS,26150,26205,44.683333,5.383333,1.36,91
Montmaurin,MONTMAURIN,31350,31385,43.216667,0.633333,1.46,58
Montmédy,MONTMEDY,55600,55351,49.516667,5.366667,2.09,53
Montmeillant,MONTMEILLANT,08220,08307,49.683333,4.333333,1.55,26
Montmelard,MONTMELARD,71520,71316,46.333333,4.416667,1.92,14
Montmélas-Saint-Sorlin,MONTMELAS SAINT SORLIN,69640,69137,46.016667,4.616667,0.98,94
Montmélian,MONTMELIAN,73800,73171,45.5,6.066667,0.53,95
Montmerle-sur-Saône,MONTMERLE SUR SAONE,01090,01263,46.083333,4.766667,1.97,89
Montmerrei,MONTMERREI,61570,61288,48.633333,0.05,0.62,68
Montmeyan,MONTMEYAN,83670,83084,43.65,6.066667,1.44,87
Montmeyran,MONTMEYRAN,26120,26206,44.833333,4.983333,1,91
Montmin,MONTMIN,74210,74187,45.8,6.266667,1.81,96
Montmirail,MONTMIRAIL,51210,51380,48.866667,3.533333,1.84,28
Montmirail,MONTMIRAIL,72320,72208,48.1,0.8,2.46,74
Montmiral,MONTMIRAL,26750,26207,45.15,5.15,1.73,91
Montmirat,MONTMIRAT,30260,30181,43.916667,4.1,1.18,45
Montmirey-la-Ville,MONTMIREY LA VILLE,39290,39360,47.216667,5.516667,2.32,33
Montmirey-le-Château,MONTMIREY LE CHATEAU,39290,39361,47.216667,5.533333,2.32,33
Montmorency,MONTMORENCY,95160,95428,49,2.333333,1.51,42
Montmorency-Beaufort,MONTMORENCY BEAUFORT,10330,10253,48.483333,4.566667,1.41,27
Montmorillon,MONTMORILLON,86500,86165,46.433333,0.866667,2.02,82
Montmorin,MONTMORIN,05150,05088,44.45,5.55,1.87,84
Montmorin,MONTMORIN,63160,63239,45.683333,3.366667,0.79,11
Montmorot,MONTMOROT,39570,39362,46.683333,5.516667,0.95,33
Montmort,MONTMORT,71320,71317,46.733333,4.083333,1.83,14
Montmotier,MONTMOTIER,88240,88311,47.966667,6.183333,2.42,55
Montmoyen,MONTMOYEN,21290,21438,47.733333,4.8,1.77,12
Montmurat,MONTMURAT,15600,15133,44.633333,2.2,2.49,9
Montner,MONTNER,66720,66118,42.75,2.683333,1.53,48
Mont-Notre-Dame,MONT NOTRE DAME,02220,02520,49.3,3.583333,1.02,76
Montoillot,MONTOILLOT,21540,21439,47.266667,4.65,1.35,12
Montoir-de-Bretagne,MONTOIR DE BRETAGNE,44550,44103,47.333333,-2.15,1.5,71
Montoire-sur-le-Loir,MONTOIRE SUR LE LOIR,41800,41149,47.75,0.866667,1.78,24
Montois-la-Montagne,MONTOIS LA MONTAGNE,57860,57481,49.216667,6.016667,1.87,54
Montoison,MONTOISON,26800,26208,44.783333,4.916667,1.24,91
Montoldre,MONTOLDRE,03150,03187,46.333333,3.45,0.84,8
Montolieu,MONTOLIEU,11170,11253,43.3,2.216667,1.25,44
Montolivet,MONTOLIVET,77320,77314,48.833333,3.433333,2.47,40
Montord,MONTORD,03500,03188,46.3,3.233333,0.76,8
Mont-Ormel,MONT ORMEL,61160,61289,48.833333,0.15,1.63,68
Montory,MONTORY,64470,64404,43.1,-0.816667,1.9,7
Montot,MONTOT,70180,70368,47.566667,5.616667,1.72,34
Montot-sur-Rognon,MONTOT SUR ROGNON,52700,52335,48.283333,5.283333,0.85,29
Montouliers,MONTOULIERS,34310,34170,43.333333,2.9,1.86,46
Montoulieu,MONTOULIEU,09000,09210,42.9,1.633333,1.22,56
Montoulieu,MONTOULIEU,34190,34171,43.933333,3.8,2.61,46
Montoulieu-Saint-Bernard,MONTOULIEU SAINT BERNARD,31420,31386,43.233333,0.916667,0.63,58
Montournais,MONTOURNAIS,85700,85147,46.75,-0.766667,1.41,75
Montours,MONTOURS,35460,35191,48.45,-1.3,1.6,18
Montourtier,MONTOURTIER,53150,53159,48.2,-0.55,1.17,73
Montoussé,MONTOUSSE,65250,65322,43.066667,0.416667,1.19,61
Montoussin,MONTOUSSIN,31430,31387,43.266667,1.016667,0.74,58
Montpascal,MONTPASCAL,73300,73172,45.333333,6.366667,1.71,95
Montpellier,MONTPELLIER,34000,34172,43.6,3.883333,1.48,46
Montpellier-de-Médillan,MONTPELLIER DE MEDILLAN,17260,17244,45.633333,-0.75,1.62,80
Montpensier,MONTPENSIER,63260,63240,46.033333,3.216667,1.71,11
Montperreux,MONTPERREUX,25160,25405,46.833333,6.333333,2.48,32
Montpeyroux,MONTPEYROUX,12210,12156,44.633333,2.816667,1.51,57
Montpeyroux,MONTPEYROUX,24610,24292,44.916667,0.066667,2.36,3
Montpeyroux,MONTPEYROUX,34150,34173,43.683333,3.5,1.08,46
Montpeyroux,MONTPEYROUX,63114,63241,45.616667,3.216667,0.65,11
Montpezat,MONTPEZAT,04500,04131,43.75,6.1,2.01,83
Montpezat,MONTPEZAT,30730,30182,43.85,4.15,2.01,45
Montpezat,MONTPEZAT,47360,47190,44.35,0.516667,0.53,6
Montpézat,MONTPEZAT,32220,32289,43.4,0.966667,1.76,59
Montpezat-de-Quercy,MONTPEZAT DE QUERCY,82270,82131,44.233333,1.466667,1.42,63
Montpezat-sous-Bauzon,MONTPEZAT SOUS BAUZON,07560,07161,44.716667,4.2,1.24,90
Montpinchon,MONTPINCHON,50210,50350,49.016667,-1.316667,0.27,67
Montpinçon,MONTPINCON,14170,14447,48.95,0.083333,1.74,66
Montpinier,MONTPINIER,81440,81181,43.666667,2.2,1.32,62
Montpitol,MONTPITOL,31380,31388,43.7,1.633333,1.67,58
Montplonne,MONTPLONNE,55000,55352,48.7,5.166667,1.26,53
Montpollin,MONTPOLLIN,49150,49213,47.583333,-0.1,1.45,72
Montpon-Ménestérol,MONTPON MENESTEROL,24700,24294,45,0.166667,2.01,3
Montpont-en-Bresse,MONTPONT EN BRESSE,71470,71318,46.55,5.15,1.71,14
Montpothier,MONTPOTHIER,10400,10254,48.566667,3.516667,2.39,27
Montpouillan,MONTPOUILLAN,47200,47191,44.483333,0.116667,1.54,6
Mont-près-Chambord,MONT PRES CHAMBORD,41250,41150,47.566667,1.45,1.35,24
Montrabé,MONTRABE,31850,31389,43.65,1.516667,1.45,58
Montrabot,MONTRABOT,50810,50351,49.116667,-0.883333,2.52,67
Montracol,MONTRACOL,01310,01264,46.183333,5.116667,0.99,89
Montravers,MONTRAVERS,79140,79183,46.833333,-0.716667,2.3,81
Montréal,MONTREAL,07110,07162,44.516667,4.3,1.15,90
Montréal,MONTREAL,11290,11254,43.2,2.15,1.06,44
Montréal,MONTREAL,32250,32290,43.95,0.2,1.91,59
Montréal,MONTREAL,89420,89267,47.533333,4.033333,1.59,15
Montréal-les-Sources,MONTREAL LES SOURCES,26510,26209,44.4,5.3,1.15,91
Montrécourt,MONTRECOURT,59227,59415,50.233333,3.45,0.85,64
Montredon,MONTREDON,46270,46207,44.616667,2.183333,2.31,60
Montredon-Labessonnié,MONTREDON LABESSONNIE,81360,81182,43.733333,2.35,1.12,62
Montregard,MONTREGARD,43290,43142,45.15,4.35,2.3,10
Montréjeau,MONTREJEAU,31210,31390,43.083333,0.583333,1.61,58
Montrelais,MONTRELAIS,44370,44104,47.383333,-0.966667,2.38,71
Montrem,MONTREM,24110,24295,45.133333,0.6,0.7,3
Montrésor,MONTRESOR,37460,37157,47.15,1.2,2.15,23
Montret,MONTRET,71440,71319,46.683333,5.116667,1.6,14
Montreuil,MONTREUIL,28500,28267,48.766667,1.366667,1.88,21
Montreuil,MONTREUIL,85200,85148,46.4,-0.833333,1.58,75
Montreuil,MONTREUIL,93100,93048,48.866667,2.433333,1.53,39
Montreuil,MONTREUIL,62170,62588,"50,464444","1,764166",,65
Montreuil-au-Houlme,MONTREUIL AU HOULME,61210,61290,48.683333,-0.266667,1.4,68
Montreuil-aux-Lions,MONTREUIL AUX LIONS,02310,02521,49.016667,3.2,2.19,76
Montreuil-Bellay,MONTREUIL BELLAY,49260,49215,47.133333,-0.15,1.51,72
Montreuil-Bonnin,MONTREUIL BONNIN,86470,86166,46.55,0.15,1.47,82
Montreuil-des-Landes,MONTREUIL DES LANDES,35210,35192,48.25,-1.216667,1.63,18
Montreuil-en-Auge,MONTREUIL EN AUGE,14340,14448,49.166667,0.05,1.18,66
Montreuil-en-Caux,MONTREUIL EN CAUX,76850,76449,49.683333,1.15,0.83,70
Montreuil-en-Touraine,MONTREUIL EN TOURAINE,37530,37158,47.483333,0.95,1.85,23
Montreuil-la-Cambe,MONTREUIL LA CAMBE,61160,61291,48.883333,0.033333,1.9,68
Montreuil-l'Argillé,MONTREUIL L ARGILLE,27390,27414,48.933333,0.483333,1.71,69
Montreuil-le-Chétif,MONTREUIL LE CHETIF,72130,72209,48.25,-0.033333,1.56,74
Montreuil-le-Gast,MONTREUIL LE GAST,35520,35193,48.25,-1.716667,0.88,18
Montreuil-le-Henri,MONTREUIL LE HENRI,72150,72210,47.866667,0.566667,1.45,74
Montreuillon,MONTREUILLON,58800,58179,47.166667,3.783333,1.71,13
Montreuil-sous-Pérouse,MONTREUIL SOUS PEROUSE,35500,35194,48.15,-1.233333,1.57,18
Montreuil-sur-Barse,MONTREUIL SUR BARSE,10270,10255,48.216667,4.3,1.73,27
Montreuil-sur-Blaise,MONTREUIL SUR BLAISE,52130,52336,48.483333,4.966667,1.67,29
Montreuil-sur-Brêche,MONTREUIL SUR BRECHE,60480,60425,49.516667,2.266667,0.83,77
Montreuil-sur-Epte,MONTREUIL SUR EPTE,95770,95429,49.183333,1.683333,2.22,42
Montreuil-sur-Ille,MONTREUIL SUR ILLE,35440,35195,48.3,-1.666667,0.66,18
Montreuil-sur-Loir,MONTREUIL SUR LOIR,49140,49216,47.616667,-0.4,1.5,72
Montreuil-sur-Lozon,MONTREUIL SUR LOZON,50570,50352,49.133333,-1.233333,0.6,67
Montreuil-sur-Maine,MONTREUIL SUR MAINE,49220,49217,47.65,-0.7,1.47,72
Montreuil-sur-Thérain,MONTREUIL SUR THERAIN,60134,60426,49.383333,2.2,1,77
Montreuil-sur-Thonnance,MONTREUIL SUR THONNANCE,52230,52337,48.45,5.233333,1.59,29
Montreux,MONTREUX,54450,54381,48.533333,6.883333,2.59,52
Montreux-Château,MONTREUX CHATEAU,90130,90071,47.616667,7,0.98,35
Montreux-Jeune,MONTREUX JEUNE,68210,68214,47.616667,7.033333,1.9,2
Montreux-Vieux,MONTREUX VIEUX,68210,68215,47.616667,7.033333,1.9,2
Montrevault,MONTREVAULT,49110,49218,47.266667,-1.05,1.63,72
Montrevel,MONTREVEL,38690,38257,45.466667,5.4,0.66,92
Montrevel,MONTREVEL,39320,39363,46.433333,5.5,1.45,33
Montrevel-en-Bresse,MONTREVEL EN BRESSE,01340,01266,46.333333,5.133333,1.51,89
Montrichard,MONTRICHARD,41400,41151,47.35,1.183333,1.75,24
Montricoux,MONTRICOUX,82800,82132,44.083333,1.616667,1.73,63
Montrieux-en-Sologne,MONTRIEUX EN SOLOGNE,41210,41152,47.55,1.733333,1.77,24
Montrigaud,MONTRIGAUD,26350,26210,45.216667,5.133333,1.99,91
Montriond,MONTRIOND,74110,74188,46.2,6.683333,1.71,96
Mont-Roc,MONT ROC,81120,81183,43.8,2.366667,1.89,62
Montrodat,MONTRODAT,48100,48103,44.55,3.333333,0.78,47
Montrollet,MONTROLLET,16420,16231,45.98109,0.89509,-1,79
Montrol-Sénard,MONTROL SENARD,87330,87100,46.033333,0.966667,1.41,51
Montromant,MONTROMANT,69610,69138,45.7,4.516667,1.58,94
Montrond,MONTROND,05700,05089,44.383333,5.75,1.34,84
Montrond,MONTROND,39300,39364,46.8,5.833333,1.31,33
Montrond,MONTROND,73530,73174,45.2,6.316667,2.82,95
Montrond-le-Château,MONTROND LE CHATEAU,25660,25406,47.133333,6.05,1.64,32
Montrond-les-Bains,MONTROND LES BAINS,42210,42149,45.633333,4.233333,0.38,93
Montrottier,MONTROTTIER,69770,69139,45.783333,4.466667,1.43,94
Montrouge,MONTROUGE,92120,92049,48.816667,2.316667,1.62,38
Montrouveau,MONTROUVEAU,41800,41153,47.716667,0.733333,2.32,24
Montroy,MONTROY,17220,17245,46.15,-1.016667,1.5,80
Montrozier,MONTROZIER,12630,12157,44.4,2.75,1,57
Montry,MONTRY,77450,77315,48.883333,2.833333,1.26,40
Monts,MONTS,37260,37159,47.283333,0.616667,1.22,23
Monts,MONTS,60119,60427,49.216667,2.016667,1.51,77
Mont-Saint-Aignan,MONT SAINT AIGNAN,76130,76451,49.466667,1.083333,1.57,70
Mont-Saint-Éloi,MONT SAINT ELOI,62144,62589,50.35,2.7,1.05,65
Mont-Saint-Jean,MONT SAINT JEAN,02360,02522,49.783333,4.2,2.93,76
Mont-Saint-Jean,MONT SAINT JEAN,21320,21441,47.283333,4.4,1.97,12
Mont-Saint-Jean,MONT SAINT JEAN,72140,72211,48.25,-0.1,1.44,74
Mont-Saint-Léger,MONT SAINT LEGER,70120,70369,47.633333,5.783333,1.13,34
Mont-Saint-Martin,MONT SAINT MARTIN,02220,02523,49.283333,3.633333,1.63,76
Mont-Saint-Martin,MONT SAINT MARTIN,08400,08308,49.333333,4.65,1.83,26
Mont-Saint-Martin,MONT SAINT MARTIN,38120,38258,45.266667,5.666667,0.73,92
Mont-Saint-Martin,MONT SAINT MARTIN,54350,54382,49.533333,5.783333,2.79,52
Mont-Saint-Père,MONT SAINT PERE,02400,02524,49.066667,3.483333,1.98,76
Mont-Saint-Rémy,MONT SAINT REMY,08310,08309,49.383333,4.483333,1.51,26
Mont-Saint-Sulpice,MONT SAINT SULPICE,89250,89268,47.95,3.633333,1.8,15
Mont-Saint-Vincent,MONT SAINT VINCENT,71690,71320,46.633333,4.483333,0.5,14
Montsalès,MONTSALES,12260,12158,44.5,1.983333,2.2,57
Montsalvy,MONTSALVY,15120,15134,44.7,2.5,2.09,9
Montsaon,MONTSAON,52000,52339,48.083333,5.033333,1.46,29
Montsapey,MONTSAPEY,73220,73175,45.516667,6.333333,0.97,95
Montsaugeon,MONTSAUGEON,52190,52340,47.666667,5.316667,1.93,29
Montsaunès,MONTSAUNES,31260,31391,43.116667,0.933333,0.95,58
Mont-Saxonnex,MONT SAXONNEX,74130,74189,46.05,6.483333,0.99,96
Montsec,MONTSEC,55300,55353,48.883333,5.716667,1.72,53
Montsecret,MONTSECRET,61800,61292,48.8,-0.675,-1,68
Montségur,MONTSEGUR,09300,09211,42.866667,1.833333,1.29,56
Montségur-sur-Lauzon,MONTSEGUR SUR LAUZON,26130,26211,44.35,4.866667,1.63,91
Montselgues,MONTSELGUES,07140,07163,44.516667,4,2.23,90
Monts-en-Bessin,MONTS EN BESSIN,14310,14449,49.116667,-0.6,1.26,66
Monts-en-Ternois,MONTS EN TERNOIS,62130,62590,50.316667,2.383333,1.44,65
Montséret,MONTSERET,11200,11256,43.1,2.816667,1.86,44
Montsérié,MONTSERIE,65150,65323,43.05,0.433333,1.36,61
Montseron,MONTSERON,09240,09212,43.016667,1.333333,1.72,56
Montseugny,MONTSEUGNY,70140,70370,47.35,5.533333,2.04,34
Montseveroux,MONTSEVEROUX,38122,38259,45.433333,4.966667,1.89,92
Montsoreau,MONTSOREAU,49730,49219,47.216667,0.066667,1.99,72
Montsoué,MONTSOUE,40500,40196,43.733333,-0.516667,0.74,5
Montsoult,MONTSOULT,95560,95430,49.066667,2.316667,0.86,42
Mont-sous-Vaudrey,MONT SOUS VAUDREY,39380,39365,46.966667,5.6,1.12,33
Monts-sur-Guesnes,MONTS SUR GUESNES,86420,86167,46.916667,0.216667,1.39,82
Mont-sur-Courville,MONT SUR COURVILLE,51170,51382,49.25,3.683333,1.54,28
Mont-sur-Meurthe,MONT SUR MEURTHE,54360,54383,48.55,6.45,1.88,52
Mont-sur-Monnet,MONT SUR MONNET,39300,39366,46.716667,5.833333,1.28,33
Montsûrs,MONTSURS,53150,53161,48.133333,-0.55,0.5,73
Montsurvent,MONTSURVENT,50200,50354,49.116667,-1.5,1.1,67
Montsuzain,MONTSUZAIN,10150,10256,48.45,4.133333,1.14,27
Montureux-et-Prantigny,MONTUREUX ET PRANTIGNY,70100,70371,47.5,5.633333,1.66,34
Montureux-lès-Baulay,MONTUREUX LES BAULAY,70500,70372,47.816667,5.983333,1.38,34
Montursin,MONTURSIN,25190,25407,47.35,6.95,2.19,32
Montusclat,MONTUSCLAT,43260,43143,45.016667,4.133333,1.46,10
Montussaint,MONTUSSAINT,25680,25408,47.433333,6.3,1.28,32
Montussan,MONTUSSAN,33450,33293,44.883333,-0.416667,1.05,4
Montvalen,MONTVALEN,81630,81185,43.866667,1.6,2.53,62
Montvalent,MONTVALENT,46600,46208,44.883333,1.616667,1.6,60
Montvalezan,MONTVALEZAN,73700,73176,45.616667,6.833333,2.23,95
Montvendre,MONTVENDRE,26120,26212,44.866667,5.016667,0.64,91
Montverdun,MONTVERDUN,42130,42150,45.716667,4.066667,1.53,93
Montvernier,MONTVERNIER,73300,73177,45.316667,6.35,1.85,95
Montvert,MONTVERT,15150,15135,44.983333,2.15,1.77,9
Montvicq,MONTVICQ,03170,03189,46.316667,2.816667,1.09,8
Montviette,MONTVIETTE,14140,14450,49,0.1,1.33,66
Montviron,MONTVIRON,50530,50355,48.733333,-1.416667,1.23,67
Montzéville,MONTZEVILLE,55100,55355,49.183333,5.233333,1.13,53
Monviel,MONVIEL,47290,47192,44.566667,0.533333,1.28,6
Monze,MONZE,11800,11257,43.15,2.466667,1.18,44
Moon-sur-Elle,MOON SUR ELLE,50680,50356,49.2,-1.05,1.6,67
Moosch,MOOSCH,68690,68217,47.866667,7.033333,1.9,2
Moraches,MORACHES,58420,58181,47.283333,3.55,0.75,13
Moragne,MORAGNE,17430,17246,45.966667,-0.8,0.76,80
Morainville,MORAINVILLE,28700,28268,48.383333,1.833333,1.96,21
Morainvilliers,MORAINVILLIERS,78630,78431,48.933333,1.933333,1,43
Morancé,MORANCE,69480,69140,45.9,4.7,1.34,94
Morancez,MORANCEZ,28630,28269,48.4,1.5,0.48,21
Morancourt,MORANCOURT,52110,52341,48.433333,5,1.45,29
Morand,MORAND,37110,37160,47.566667,1.016667,1.83,23
Morangis,MORANGIS,51200,51384,48.966667,3.916667,1.08,28
Morangis,MORANGIS,91420,91432,48.7,2.333333,1.44,37
Morangles,MORANGLES,60530,60429,49.2,2.3,1.63,77
Morannes,MORANNES,49640,49220,47.75,-0.416667,2.05,72
Moranville,MORANVILLE,55400,55356,49.166667,5.55,0.84,53
Moras-en-Valloire,MORAS EN VALLOIRE,26210,26213,45.283333,4.983333,2.24,91
Morbecque,MORBECQUE,59190,59416,50.7,2.516667,1.85,64
Morbier,MORBIER,39400,39367,46.533333,6.016667,2.18,33
Morcenx,MORCENX,40110,40197,44.033333,-0.916667,1.23,5
Morchain,MORCHAIN,80190,80568,49.783333,2.9,1.57,78
Morchamps,MORCHAMPS,25680,25409,47.45,6.333333,1.38,32
Morchies,MORCHIES,62124,62591,50.133333,2.95,1.91,65
Morcourt,MORCOURT,80340,80569,49.883333,2.65,1.91,78
Morcourt,MORCOURT,02100,02525,49.866667,3.316667,1.31,76
Mordelles,MORDELLES,35310,35196,48.066667,-1.85,0.86,18
Moréac,MOREAC,56500,56140,47.916667,-2.816667,0.62,19
Morée,MOREE,41160,41154,47.9,1.233333,1.4,24
Moreilles,MOREILLES,85450,85149,46.416667,-1.083333,1.48,75
Morelmaison,MORELMAISON,88170,88312,48.316667,5.916667,1.09,55
Morembert,MOREMBERT,10240,10257,48.5,4.333333,1.37,27
Morestel,MORESTEL,38510,38261,45.666667,5.466667,1.64,92
Morêtel-de-Mailles,MORETEL DE MAILLES,38570,38262,45.366667,6,1.91,92
Moret-sur-Loing,MORET SUR LOING,77250,77316,48.366667,2.816667,1.35,40
Morette,MORETTE,38210,38263,45.283333,5.45,1.08,92
Moreuil,MOREUIL,80110,80570,49.766667,2.483333,1.26,78
Morey,MOREY,54610,54384,48.833333,6.166667,1.35,52
Morey,MOREY,71510,71321,46.8,4.6,-1,14
Morey-Saint-Denis,MOREY SAINT DENIS,21220,21442,47.2,4.966667,0.85,12
Morez,MOREZ,39400,39368,46.516667,6.033333,2.28,33
Morfontaine,MORFONTAINE,54920,54385,49.45,5.8,2.48,52
Morganx,MORGANX,40700,40198,43.616667,-0.566667,1.1,5
Morgat,MORGAT,29160,29934,48.233333,-4.5,1.42,17
Morgemoulin,MORGEMOULIN,55400,55357,49.233333,5.583333,1.02,53
Morgny,MORGNY,27150,27417,49.383333,1.583333,1.87,69
Morgny-en-Thiérache,MORGNY EN THIERACHE,02360,02526,49.766667,4.066667,2.35,76
Morgny-la-Pommeraye,MORGNY LA POMMERAYE,76750,76453,49.516667,1.25,1.8,70
Morhange,MORHANGE,57340,57483,48.916667,6.633333,0.77,54
Morienne,MORIENNE,76390,76606,49.783333,1.716667,2.18,70
Morienval,MORIENVAL,60127,60430,49.3,2.933333,1.48,77
Moriers,MORIERS,28800,28270,48.216667,1.433333,1.11,21
Morieux,MORIEUX,22400,22154,48.516667,-2.6,1.28,16
Moriez,MORIEZ,04170,04133,43.95,6.466667,1.25,83
Morigny,MORIGNY,50410,50357,48.883333,-1.066667,1.75,67
Morigny-Champigny,MORIGNY CHAMPIGNY,91150,91433,48.45,2.2,1.08,37
Morillon,MORILLON,74440,74190,46.083333,6.683333,1.71,96
Moringhem,MORINGHEM,62910,62592,50.766667,2.133333,1.77,65
Morionvilliers,MORIONVILLIERS,52700,52342,48.366667,5.416667,1.2,29
Morisel,MORISEL,80110,80571,49.766667,2.483333,1.26,78
Moriville,MORIVILLE,88330,88313,48.35,6.433333,1.08,55
Moriviller,MORIVILLER,54830,54386,48.483333,6.45,1.14,52
Morizécourt,MORIZECOURT,88320,88314,48.066667,5.866667,1.5,55
Morizès,MORIZES,33190,33294,44.6,-0.083333,1.12,4
Morlaas,MORLAAS,64160,64405,43.35,-0.266667,1.19,7
Morlac,MORLAC,18170,18153,46.716667,2.316667,1.51,20
Morlaix,MORLAIX,29600,29151,48.583333,-3.833333,1.27,17
Morlancourt,MORLANCOURT,80300,80572,49.95,2.633333,0.91,78
Morlanne,MORLANNE,64370,64406,43.516667,-0.533333,1.58,7
Morlet,MORLET,71360,71322,46.95,4.516667,1.81,14
Morley,MORLEY,55290,55359,48.583333,5.25,1.74,53
Morlhon-le-Haut,MORLHON LE HAUT,12200,12159,44.333333,2.05,1.97,57
Morlincourt,MORLINCOURT,60400,60431,49.566667,3.05,1.82,77
Mormant,MORMANT,77720,77317,48.6,2.883333,0.43,40
Mormant-sur-Vernisson,MORMANT SUR VERNISSON,45700,45216,47.95,2.733333,1.27,25
Mormès,MORMES,32240,32291,43.783333,-0.15,2.06,59
Mormoiron,MORMOIRON,84570,84082,44.066667,5.183333,1.24,88
Mornac,MORNAC,16600,16232,45.683333,0.266667,1.45,79
Mornac-sur-Seudre,MORNAC SUR SEUDRE,17113,17247,45.716667,-1.033333,1.5,80
Mornand,MORNAND,42600,42151,45.683333,4.133333,1.42,93
Mornans,MORNANS,26460,26214,44.6,5.116667,0.84,91
Mornant,MORNANT,69440,69141,45.616667,4.666667,1.51,94
Mornas,MORNAS,84550,84083,44.2,4.733333,2.16,88
Mornay,MORNAY,71220,71323,46.5,4.383333,0.98,14
Mornay-Berry,MORNAY BERRY,18350,18154,47.05,2.883333,2,20
Mornay-sur-Allier,MORNAY SUR ALLIER,18600,18155,46.816667,3.033333,2.23,20
Moroges,MOROGES,71390,71324,46.75,4.683333,0.71,14
Morogues,MOROGUES,18220,18156,47.233333,2.6,0.99,20
Morosaglia,MOROSAGLIA,20218,20169,42.433333,9.316667,1.52,31
Morre,MORRE,25660,25410,47.233333,6.066667,1.12,32
